"y" "age" "education" "experience" "nonwife"
"724" 0 41 12 18 12.3999996185303
"725" 0 49 5 7 6.5310001373291
"726" 0 59 8 15 22.4220008850098
"727" 0 58 13 7 22.2000007629395
"728" 0 41 12 8 77
"729" 0 45 12 8 88
"730" 0 30 14 3 26.0400009155273
"731" 0 41 12 10 63.5
"732" 0 30 12 9 12.1000003814697
"733" 0 53 12 24 17.5049991607666
"734" 0 31 12 12 18
"735" 0 43 14 2 28.0690002441406
"736" 0 31 12 6 14
"737" 0 51 12 18 8.11699962615967
"738" 0 43 9 17 11.8950004577637
"739" 0 31 14 7 45.25
"740" 0 48 11 6 31.1060009002686
"741" 0 31 12 10 4
"742" 0 44 12 5 40.5
"743" 0 48 11 7 21.6200008392334
"744" 0 53 12 11 23.4260005950928
"745" 0 42 10 14 26
"746" 0 39 12 5 7.84000015258789
"747" 0 32 10 2 6.80000019073486
"748" 0 36 12 4 5.32999992370605
"749" 0 40 13 5 28.2000007629395
"750" 0 31 12 14 10
"751" 0 43 12 4 9.95199966430664
"752" 0 60 12 15 24.9839992523193
"753" 0 39 9 12 28.363000869751
